Global Loss,Global Accuracy
0.7439677119255066,0.8446999788284302
0.8120056986808777,0.7949000000953674
0.7728713750839233,0.7820000052452087
0.8180362582206726,0.7763000130653381
0.8263106346130371,0.7949000000953674
0.7880033850669861,0.7807000279426575
0.6904006600379944,0.881600022315979
0.7700839638710022,0.8507000207901001
0.7736632227897644,0.8684999942779541
0.784693717956543,0.8036999702453613
0.8501048684120178,0.800599992275238
0.8673377633094788,0.7554000020027161
0.7600179314613342,0.791700005531311
0.8220572471618652,0.7608000040054321
0.6702789068222046,0.8604000210762024
0.7795006632804871,0.8159000277519226
0.7097167372703552,0.8325999975204468
0.829795777797699,0.8073999881744385
0.7461700439453125,0.8493000268936157
0.774548351764679,0.8424999713897705
0.6627419590950012,0.8626999855041504
0.6968204975128174,0.8554999828338623
0.6344958543777466,0.8801000118255615
0.7570494413375854,0.8331000208854675
0.7733056545257568,0.7718999981880188
0.8701615333557129,0.8215000033378601
0.7516746520996094,0.7993999719619751
0.8104175925254822,0.7717999815940857
0.6360136866569519,0.9085000157356262
0.7228814959526062,0.8555999994277954
0.711811900138855,0.8313999772071838
0.8764922618865967,0.7321000099182129
0.8766847848892212,0.7289000153541565
0.7392518520355225,0.7972999811172485
0.6823830008506775,0.8711000084877014
0.7830137014389038,0.7656999826431274
0.8532114028930664,0.7559000253677368
0.6754319071769714,0.8486999869346619
0.6721392869949341,0.867900013923645
0.7632690072059631,0.8158000111579895
0.6261808276176453,0.8895999789237976
0.7199218273162842,0.8246999979019165
0.769248902797699,0.8460000157356262
0.7316380143165588,0.853600025177002
0.6751850247383118,0.9093999862670898
0.766140878200531,0.8622000217437744
0.7351066470146179,0.8568999767303467
0.7226698994636536,0.859000027179718
0.7463223338127136,0.8615000247955322
0.8939952254295349,0.8144000172615051
0.7753949761390686,0.7976999878883362
0.8706432580947876,0.7314000129699707
0.6836292743682861,0.8525999784469604
0.7438695430755615,0.8137999773025513
0.7265893816947937,0.8267999887466431
0.8240992426872253,0.814300000667572
0.7164132595062256,0.8367999792098999
0.8157302141189575,0.8039000034332275
0.7670072317123413,0.8550000190734863
0.7130439877510071,0.8619999885559082
0.6745911836624146,0.8657000064849854
0.7729751467704773,0.800000011920929
0.7624709606170654,0.8428999781608582
0.81184983253479,0.7906000018119812
0.7489839792251587,0.8119000196456909
0.5727853775024414,0.9124000072479248
0.6619928479194641,0.8622999787330627
0.6939156651496887,0.8395000100135803
0.7589948773384094,0.8393999934196472
0.7604537606239319,0.855400025844574
0.8226131796836853,0.791700005531311
0.7382929921150208,0.8515999913215637
0.7398281693458557,0.8489999771118164
0.7546822428703308,0.8371000289916992
0.7237575054168701,0.8264999985694885
0.7151849865913391,0.8345999717712402
0.8734673857688904,0.7692999839782715
0.6659270524978638,0.9083999991416931
0.8687480688095093,0.7519999742507935
0.7032766938209534,0.8669999837875366
0.7653496265411377,0.8127999901771545
0.7342745661735535,0.8420000076293945
0.6762625575065613,0.8604999780654907
0.7687401175498962,0.8309000134468079
0.8506597876548767,0.7770000100135803
0.7983928322792053,0.8043000102043152
0.7260861396789551,0.8095999956130981
0.7154145240783691,0.8463000059127808
0.747435450553894,0.864799976348877
0.7793923020362854,0.8689000010490417
0.747918426990509,0.8306000232696533
0.6750184297561646,0.8848999738693237
0.7913117408752441,0.8285999894142151
0.6800379157066345,0.8632000088691711
0.8402581810951233,0.7781999707221985
0.8569374084472656,0.7576000094413757
0.7138230204582214,0.8285999894142151
0.9771032929420471,0.6330999732017517
0.8165716528892517,0.8209999799728394
0.6928066611289978,0.862500011920929
0.601351797580719,0.9004999995231628
0.6682427525520325,0.857699990272522
0.6955800652503967,0.8669000267982483
0.7593382596969604,0.7857999801635742
0.868415892124176,0.7246999740600586
0.8207865357398987,0.7786999940872192
0.6787697672843933,0.8583999872207642
0.6435413360595703,0.8442999720573425
0.8466593027114868,0.7394999861717224
0.720912516117096,0.8496000170707703
0.7417014241218567,0.8263999819755554
0.8660292029380798,0.767300009727478
0.7183064818382263,0.8644000291824341
0.7835851311683655,0.7936000227928162
0.8342623114585876,0.8122000098228455
0.8922685384750366,0.745199978351593
0.871043860912323,0.7419000267982483
0.775164008140564,0.8047999739646912
0.7042738199234009,0.8725000023841858
0.8356318473815918,0.7542999982833862
0.8190793991088867,0.7653999924659729
0.7151800990104675,0.8521000146865845
0.9142969846725464,0.7282000184059143
0.7997617125511169,0.7994999885559082
0.7603052854537964,0.8309999704360962
0.7521297931671143,0.7944999933242798
0.6654240489006042,0.8873000144958496
0.7399341464042664,0.8615000247955322
0.8443507552146912,0.7763000130653381
0.7971943616867065,0.8288999795913696
0.8528789281845093,0.7993999719619751
0.8070603609085083,0.8111000061035156
0.6410583257675171,0.8901000022888184
0.7557948231697083,0.8465999960899353
0.7845626473426819,0.7946000099182129
0.7829515337944031,0.8021000027656555
0.7429795265197754,0.8202000260353088
0.7493250966072083,0.8611999750137329
0.812719464302063,0.775600016117096
0.8974389433860779,0.7124000191688538
0.7461920380592346,0.8514999747276306
0.7755289673805237,0.8176000118255615
0.9144264459609985,0.7157999873161316
0.7060158848762512,0.8471999764442444
0.6342766284942627,0.8708999752998352
0.9078823924064636,0.6956999897956848
0.7737464904785156,0.7534999847412109
0.6430036425590515,0.8884999752044678
0.750078558921814,0.8547999858856201
0.7123475670814514,0.8669999837875366
0.8500210046768188,0.7856000065803528
0.8193041086196899,0.8009999990463257
0.7377944588661194,0.8364999890327454
0.853432834148407,0.7764000296592712
0.7008244395256042,0.8489000201225281
0.8800298571586609,0.7444999814033508
0.7925821542739868,0.8172000050544739
0.780806303024292,0.7634000182151794
0.7307553291320801,0.7942000031471252
0.7782945036888123,0.8145999908447266
0.7792491912841797,0.8533999919891357
0.8165940046310425,0.8050000071525574
0.6951090097427368,0.8543999791145325
0.7821829915046692,0.8083000183105469
0.7509569525718689,0.805899977684021
0.8106186985969543,0.8102999925613403
0.7742417454719543,0.7940000295639038
0.6712429523468018,0.8744999766349792
0.6968852281570435,0.8705000281333923
0.6308444142341614,0.8910999894142151
0.7581823468208313,0.7868000268936157
0.7215397357940674,0.8495000004768372
0.7851622104644775,0.8276000022888184
0.7462596297264099,0.8227999806404114
0.7423322200775146,0.8355000019073486
0.8187964558601379,0.7695000171661377
0.8530136942863464,0.769599974155426
0.7183109521865845,0.8497999906539917
0.9743158221244812,0.7390999794006348
0.7051824927330017,0.8518999814987183
0.806282103061676,0.8535000085830688
0.6734395623207092,0.8533999919891357
0.765317976474762,0.8331000208854675
0.8233528137207031,0.8011999726295471
0.7981768250465393,0.8345999717712402
0.5856138467788696,0.9052000045776367
0.6510377526283264,0.8723000288009644
0.8547670841217041,0.781000018119812
0.9259194135665894,0.7225000262260437
0.7755706310272217,0.8457000255584717
0.8294073939323425,0.7893999814987183
0.8080859184265137,0.7591000199317932
0.9060742259025574,0.7626000046730042
0.6731167435646057,0.8683000206947327
0.7592272162437439,0.800000011920929
0.8110553026199341,0.8109999895095825
0.8009481430053711,0.7954000234603882
0.7923690676689148,0.8267999887466431
0.7582850456237793,0.828000009059906
0.6939349174499512,0.8592000007629395
0.7986484169960022,0.7530999779701233
0.7611156105995178,0.8176000118255615
0.8243005871772766,0.7975999712944031
0.6382675766944885,0.8657000064849854
0.649962306022644,0.8737000226974487
0.7716466784477234,0.8101999759674072
0.9029749035835266,0.722599983215332
0.7765441536903381,0.8291000127792358
0.6872950196266174,0.8632000088691711
0.669399619102478,0.8652999997138977
0.7165902853012085,0.8111000061035156
0.825039267539978,0.8047000169754028
0.8638542890548706,0.8357999920845032
0.7928776741027832,0.8479999899864197
0.7180466055870056,0.8479999899864197
0.7099746465682983,0.8400999903678894
0.6092628240585327,0.8748999834060669
0.9106093645095825,0.8055999875068665
0.7555940747261047,0.8535000085830688
0.6539134979248047,0.907800018787384
0.729247510433197,0.8238000273704529
0.9617424607276917,0.6851999759674072
0.7638786435127258,0.7912999987602234
0.7462409734725952,0.847000002861023
0.9222381711006165,0.7106000185012817
0.7520992159843445,0.7972999811172485
0.9241992235183716,0.7117000222206116
0.6067562699317932,0.90420001745224
0.8467422127723694,0.7095000147819519
0.6824036240577698,0.8792999982833862
0.7120843529701233,0.8417999744415283
0.8206834197044373,0.794700026512146
0.7402593493461609,0.8014000058174133
0.7752437591552734,0.847100019454956
0.7924007773399353,0.7949000000953674
0.8183258771896362,0.7613999843597412
0.804244339466095,0.8282999992370605
